Student ID,First Name,Last Name,Gender,Age,Date of Birth,Health Status,Disorder,State of Origin,LGA of residence,Home Address,Living Arrangement,Email,Grade Level,Stream,Extracurricular Activities,Admission Date,Graduation Date
STU248,Rasaki,Kolapo,Female,14,2010-01-25,Poor,No,Akwa Ibom,Badagry,"92, Road in Badagry, Lagos State",Day,rasaki.kolapo@laurelhigh.com,SS3,Pure Science,None,2018-09-01,2018-06-30
STU249,Daniel,Udofia,Female,19,2005-01-12,Average,No,Lagos,Oshodi-Isolo,"22, Road in Oshodi-Isolo, Lagos State",Boarding,daniel.udofia@laurelhigh.com,JSS1,General,"Sports, Drama",2021-09-01,2026-06-30
STU250,Tunde,Ibiam,Female,13,2011-12-23,Average,No,Akwa Ibom,Ibeju-Lekki,"67, Street in Ibeju-Lekki, Lagos State",Boarding,tunde.ibiam@laurelhigh.com,JSS1,General,Clubs,2021-09-01,2026-06-30
STU251,Philip,Patrick,Male,13,2011-10-01,Poor,No,Kebbi,Epe,"59, Avenue in Epe, Lagos State",Boarding,philip.patrick@laurelhigh.com,JSS2,General,Clubs,2018-09-01,2022-06-30
STU252,Chukwunonso,Bello,Female,18,2006-12-15,Poor,No,Adamawa,Shomolu,"74, Avenue in Shomolu, Lagos State",Boarding,chukwunonso.bello@laurelhigh.com,SS3,Pure Science,Drama,2017-09-01,2017-06-30
STU253,Zahra,Aloye,Female,14,2010-11-26,Average,No,Kogi,Ifako-Ijaye,"9, Avenue in Ifako-Ijaye, Lagos State",Day,zahra.aloye@laurelhigh.com,SS3,Commercial,None,2020-09-01,2020-06-30
STU254,Agai,Ibrahim,Female,11,2013-12-27,Poor,No,Katsina,Eti-Osa,"52, Road in Eti-Osa, Lagos State",Day,agai.ibrahim@laurelhigh.com,JSS2,General,"Debate, Drama",2017-09-01,2021-06-30
STU255,Monisola,Bello,Male,20,2004-12-07,Good,No,Oyo,Kosofe,"25, Avenue in Kosofe, Lagos State",Day,monisola.bello@laurelhigh.com,JSS1,General,"Music, Clubs",2020-09-01,2025-06-30
STU256,Mustapha,Ibrahim,Female,11,2013-11-16,Poor,No,Ebonyi,Ifako-Ijaye,"11, Road in Ifako-Ijaye, Lagos State",Boarding,mustapha.ibrahim@laurelhigh.com,SS1,General,"Drama, Clubs",2017-09-01,2019-06-30
STU257,Bola,Elaigwu,Male,16,2008-03-02,Good,No,Taraba,Shomolu,"29, Road in Shomolu, Lagos State",Boarding,bola.elaigwu@laurelhigh.com,JSS3,General,None,2018-09-01,2021-06-30
STU258,Fatai,Okorie,Male,18,2006-12-01,Good,No,Taraba,Ifako-Ijaye,"59, Avenue in Ifako-Ijaye, Lagos State",Boarding,fatai.okorie@laurelhigh.com,JSS1,General,None,2020-09-01,2025-06-30
STU259,Samuel,Danladi,Male,14,2010-08-20,Poor,No,Katsina,Ikorodu,"31, Avenue in Ikorodu, Lagos State",Boarding,samuel.danladi@laurelhigh.com,JSS2,General,None,2020-09-01,2024-06-30
STU260,Agai,Ibrahim,Female,14,2010-10-05,Poor,No,Enugu,Surulere,"58, Street in Surulere, Lagos State",Boarding,agai.ibrahim@laurelhigh.com,SS3,General,Music,2020-09-01,2020-06-30
STU261,Bola,Yusuf,Female,10,2014-08-05,Average,No,Borno,Amuwo-Odofin,"23, Avenue in Amuwo-Odofin, Lagos State",Boarding,bola.yusuf@laurelhigh.com,SS3,Engineering,Debate,2017-09-01,2017-06-30
STU262,Alhaji,Amus,Female,11,2013-01-07,Good,Yes,Oyo,Surulere,"89, Street in Surulere, Lagos State",Boarding,alhaji.amus@laurelhigh.com,SS3,General,None,2018-09-01,2018-06-30
STU263,Victoria,Jayeola,Male,14,2010-07-04,Poor,No,Enugu,Ikorodu,"45, Street in Ikorodu, Lagos State",Boarding,victoria.jayeola@laurelhigh.com,JSS2,General,None,2017-09-01,2021-06-30
STU264,Monisola,Omesili,Female,17,2007-10-10,Good,No,Abia,Amuwo-Odofin,"11, Avenue in Amuwo-Odofin, Lagos State",Day,monisola.omesili@laurelhigh.com,JSS3,General,"Drama, Debate",2020-09-01,2023-06-30
STU265,Ugonma,Uyieidem,Female,15,2009-05-23,Average,No,Gombe,Oshodi-Isolo,"41, Road in Oshodi-Isolo, Lagos State",Boarding,ugonma.uyieidem@laurelhigh.com,JSS2,General,None,2018-09-01,2022-06-30
STU266,Adebayo,Ibrahim,Male,12,2012-03-24,Good,No,Ogun,Ojo,"24, Street in Ojo, Lagos State",Boarding,adebayo.ibrahim@laurelhigh.com,JSS1,General,"Sports, Music",2019-09-01,2024-06-30
STU267,Jamilu,Adeleke,Male,18,2006-07-17,Poor,No,Plateau,Amuwo-Odofin,"7, Street in Amuwo-Odofin, Lagos State",Day,jamilu.adeleke@laurelhigh.com,SS2,General,None,2021-09-01,2022-06-30
STU268,Umar,Omora,Female,13,2011-08-21,Poor,No,Imo,Oshodi-Isolo,"95, Avenue in Oshodi-Isolo, Lagos State",Boarding,umar.omora@laurelhigh.com,JSS1,General,"Sports, Clubs",2017-09-01,2022-06-30
STU269,Oluwaseun,Kelechi,Female,14,2010-03-23,Good,No,Rivers,Ikorodu,"71, Avenue in Ikorodu, Lagos State",Boarding,oluwaseun.kelechi@laurelhigh.com,JSS3,General,Clubs,2017-09-01,2020-06-30
STU270,Rashidat,Mmaduako,Male,13,2011-05-12,Average,No,Ebonyi,Ikorodu,"12, Avenue in Ikorodu, Lagos State",Day,rashidat.mmaduako@laurelhigh.com,JSS3,General,None,2020-09-01,2023-06-30
STU271,Abdullahi,Ogunyemi,Male,10,2014-08-10,Good,No,Sokoto,Ikorodu,"89, Avenue in Ikorodu, Lagos State",Day,abdullahi.ogunyemi@laurelhigh.com,JSS1,General,Clubs,2018-09-01,2023-06-30
STU272,Samuel,Mohammed,Male,18,2006-04-06,Poor,No,Enugu,Ojo,"56, Avenue in Ojo, Lagos State",Boarding,samuel.mohammed@laurelhigh.com,SS2,Pure Science,None,2018-09-01,2019-06-30
STU273,Fatai,Ahmad,Male,20,2004-11-24,Average,No,Kano,Epe,"35, Avenue in Epe, Lagos State",Day,fatai.ahmad@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU274,Olatunde,Alabi,Male,19,2005-12-20,Good,Yes,Sokoto,Ajeromi-Ifelodun,"58, Avenue in Ajeromi-Ifelodun, Lagos State",Day,olatunde.alabi@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU275,Sodiq,Grace,Male,12,2012-12-01,Good,No,Plateau,Shomolu,"92, Avenue in Shomolu, Lagos State",Boarding,sodiq.grace@laurelhigh.com,JSS1,General,None,2020-09-01,2025-06-30
STU276,Adeola,Okon,Female,17,2007-06-03,Average,No,Zamfara,Lagos Mainland,"90, Street in Lagos Mainland, Lagos State",Day,adeola.okon@laurelhigh.com,SS3,General,None,2020-09-01,2020-06-30
STU277,Daniel,Nwaogwugwu,Male,14,2010-02-25,Good,No,Rivers,Mushin,"49, Street in Mushin, Lagos State",Day,daniel.nwaogwugwu@laurelhigh.com,SS2,Pure Science,None,2018-09-01,2019-06-30
STU278,Umar,Ajayi,Male,17,2007-05-11,Average,No,Plateau,Mushin,"50, Road in Mushin, Lagos State",Boarding,umar.ajayi@laurelhigh.com,JSS1,General,Clubs,2021-09-01,2026-06-30
STU279,John-pius,Grace,Female,10,2014-02-08,Average,No,Zamfara,Lagos Mainland,"86, Street in Lagos Mainland, Lagos State",Day,john-pius.grace@laurelhigh.com,SS1,General,None,2019-09-01,2021-06-30
STU280,Yohanna,Yahaya,Female,19,2005-12-20,Average,Yes,Kano,Alimosho,"89, Avenue in Alimosho, Lagos State",Day,yohanna.yahaya@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU281,Chinedu,Aminu,Female,15,2009-12-18,Average,No,Anambra,Alimosho,"83, Street in Alimosho, Lagos State",Boarding,chinedu.aminu@laurelhigh.com,SS2,Pure Science,None,2020-09-01,2021-06-30
STU282,Nwanyinnaya,Mohammed,Female,15,2009-05-02,Good,No,Yobe,Surulere,"93, Street in Surulere, Lagos State",Day,nwanyinnaya.mohammed@laurelhigh.com,JSS3,General,Clubs,2018-09-01,2021-06-30
STU283,Silas,Osanyintipin,Male,15,2009-05-28,Good,No,Taraba,Lagos Mainland,"94, Avenue in Lagos Mainland, Lagos State",Boarding,silas.osanyintipin@laurelhigh.com,SS3,Art,None,2017-09-01,2017-06-30
STU284,Olamide,Tsadu,Female,17,2007-09-13,Poor,No,Katsina,Lagos Mainland,"1, Road in Lagos Mainland, Lagos State",Day,olamide.tsadu@laurelhigh.com,SS2,Engineering,"Clubs, Music",2021-09-01,2022-06-30
STU285,Ternenge,Ebi,Male,18,2006-09-05,Average,No,Ondo,Mushin,"88, Avenue in Mushin, Lagos State",Day,ternenge.ebi@laurelhigh.com,SS1,Pure Science,Sports,2019-09-01,2021-06-30
STU286,Philip,Oduwole,Female,13,2011-04-04,Poor,Yes,Bauchi,Alimosho,"14, Avenue in Alimosho, Lagos State",Day,philip.oduwole@laurelhigh.com,JSS1,General,Clubs,2018-09-01,2023-06-30
STU287,Yohanna,Ehanmo,Female,10,2014-08-27,Poor,No,Kaduna,Apapa,"27, Road in Apapa, Lagos State",Boarding,yohanna.ehanmo@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU288,Binam,Yusuf,Male,18,2006-02-27,Good,No,Nasarawa,Shomolu,"6, Road in Shomolu, Lagos State",Boarding,binam.yusuf@laurelhigh.com,JSS2,General,"Sports, Clubs",2020-09-01,2024-06-30
STU289,Victoria,Sunday,Female,19,2005-09-24,Good,No,Yobe,Oshodi-Isolo,"81, Street in Oshodi-Isolo, Lagos State",Boarding,victoria.sunday@laurelhigh.com,JSS3,General,Clubs,2021-09-01,2024-06-30
STU290,Igbalumun,Andrew,Female,12,2012-09-11,Good,No,Cross River,Kosofe,"71, Avenue in Kosofe, Lagos State",Boarding,igbalumun.andrew@laurelhigh.com,SS1,Engineering,None,2017-09-01,2019-06-30
STU291,Fatai,Ezeji,Female,20,2004-06-20,Good,No,Abia,Ojo,"56, Road in Ojo, Lagos State",Boarding,fatai.ezeji@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU292,Betty,Musa,Female,10,2014-05-20,Poor,No,Delta,Surulere,"93, Street in Surulere, Lagos State",Day,betty.musa@laurelhigh.com,JSS1,General,"Drama, Sports",2020-09-01,2025-06-30
STU293,Funbi,Yusuf,Male,18,2006-10-19,Average,No,Abia,Shomolu,"66, Road in Shomolu, Lagos State",Day,funbi.yusuf@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU294,Saidu,Olayinka,Female,13,2011-02-19,Poor,No,Enugu,Oshodi-Isolo,"33, Avenue in Oshodi-Isolo, Lagos State",Day,saidu.olayinka@laurelhigh.com,JSS2,General,Drama,2020-09-01,2024-06-30
STU295,Samuel,Eze,Female,20,2004-12-26,Poor,Yes,Oyo,Epe,"39, Street in Epe, Lagos State",Boarding,samuel.eze@laurelhigh.com,JSS3,General,Drama,2021-09-01,2024-06-30
STU296,Blessing,Udofia,Male,10,2014-07-02,Good,No,Adamawa,Epe,"82, Road in Epe, Lagos State",Boarding,blessing.udofia@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU297,Lovina,Anaba,Female,20,2004-08-25,Average,No,Kaduna,Alimosho,"94, Avenue in Alimosho, Lagos State",Boarding,lovina.anaba@laurelhigh.com,JSS3,General,None,2017-09-01,2020-06-30
STU298,Daniel,Ibrahim,Female,15,2009-10-24,Poor,No,Akwa Ibom,Ikeja,"11, Avenue in Ikeja, Lagos State",Boarding,daniel.ibrahim@laurelhigh.com,JSS1,General,None,2018-09-01,2023-06-30
STU299,Emmanuel,Okolie,Male,18,2006-07-21,Good,No,Bauchi,Amuwo-Odofin,"26, Avenue in Amuwo-Odofin, Lagos State",Day,emmanuel.okolie@laurelhigh.com,JSS3,General,Clubs,2017-09-01,2020-06-30
STU300,Nwanyinnaya,Ibiam,Female,20,2004-02-22,Good,No,Kebbi,Lagos Island,"74, Street in Lagos Island, Lagos State",Boarding,nwanyinnaya.ibiam@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU301,Lilian,Ayeni,Female,15,2009-10-05,Average,No,Kogi,Kosofe,"79, Avenue in Kosofe, Lagos State",Day,lilian.ayeni@laurelhigh.com,JSS3,General,None,2020-09-01,2023-06-30
STU302,Ugonma,Ekanem,Female,13,2011-05-01,Poor,No,Benue,Alimosho,"80, Street in Alimosho, Lagos State",Day,ugonma.ekanem@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU303,Tolu,Eze,Female,13,2011-05-18,Average,No,Jigawa,Mushin,"70, Road in Mushin, Lagos State",Day,tolu.eze@laurelhigh.com,JSS3,General,Sports,2020-09-01,2023-06-30
STU304,Emeke,Aduku,Female,13,2011-05-02,Average,No,Gombe,Eti-Osa,"90, Road in Eti-Osa, Lagos State",Boarding,emeke.aduku@laurelhigh.com,JSS3,General,None,2021-09-01,2024-06-30
STU305,Oluwaseun,Kelechi,Male,20,2004-07-17,Average,No,Plateau,Eti-Osa,"50, Street in Eti-Osa, Lagos State",Day,oluwaseun.kelechi@laurelhigh.com,SS3,Commercial,None,2021-09-01,2021-06-30
STU306,Kingsley,Osakwe,Female,10,2014-09-10,Poor,No,Lagos,Ikorodu,"6, Street in Ikorodu, Lagos State",Boarding,kingsley.osakwe@laurelhigh.com,JSS2,General,Sports,2018-09-01,2022-06-30
STU307,Monisola,Omesili,Female,14,2010-05-13,Good,No,Zamfara,Badagry,"8, Road in Badagry, Lagos State",Boarding,monisola.omesili@laurelhigh.com,SS3,Engineering,"Music, Clubs",2021-09-01,2021-06-30
STU308,Umahi,Akinlade,Female,18,2006-11-22,Average,No,Bauchi,Surulere,"87, Road in Surulere, Lagos State",Boarding,umahi.akinlade@laurelhigh.com,JSS1,General,Debate,2020-09-01,2025-06-30
STU309,Victor,Yakubu,Male,20,2004-09-22,Average,No,Ondo,Mushin,"18, Road in Mushin, Lagos State",Boarding,victor.yakubu@laurelhigh.com,SS3,Commercial,Clubs,2020-09-01,2020-06-30
STU310,Rashidat,Mmaduako,Female,15,2009-09-24,Poor,No,Borno,Kosofe,"9, Road in Kosofe, Lagos State",Boarding,rashidat.mmaduako@laurelhigh.com,JSS1,General,"Music, Sports",2019-09-01,2024-06-30
STU311,Betty,Musa,Female,20,2004-03-25,Poor,No,Bayelsa,Ajeromi-Ifelodun,"95, Avenue in Ajeromi-Ifelodun, Lagos State",Day,betty.musa@laurelhigh.com,JSS1,General,None,2020-09-01,2025-06-30
STU312,Kingsley,Okeke,Female,15,2009-08-05,Good,No,Kaduna,Agege,"11, Road in Agege, Lagos State",Day,kingsley.okeke@laurelhigh.com,JSS3,General,None,2017-09-01,2020-06-30
STU313,Kabiru,Aduku,Male,12,2012-04-02,Good,No,Imo,Amuwo-Odofin,"21, Street in Amuwo-Odofin, Lagos State",Day,kabiru.aduku@laurelhigh.com,JSS3,General,"Debate, Music",2021-09-01,2024-06-30
STU314,Felix,Abdullahi,Female,17,2007-08-08,Average,No,Taraba,Epe,"89, Avenue in Epe, Lagos State",Boarding,felix.abdullahi@laurelhigh.com,JSS3,General,Debate,2021-09-01,2024-06-30
STU315,Funke,Udofia,Female,18,2006-01-17,Average,No,Oyo,Ikorodu,"83, Road in Ikorodu, Lagos State",Day,funke.udofia@laurelhigh.com,JSS1,General,"Sports, Music",2018-09-01,2023-06-30
STU316,Inimfon,Akinola,Female,13,2011-07-10,Poor,No,Imo,Alimosho,"38, Avenue in Alimosho, Lagos State",Day,inimfon.akinola@laurelhigh.com,SS2,Pure Science,None,2019-09-01,2020-06-30
STU317,Mathew,Afolayan,Female,20,2004-12-17,Average,Yes,Ogun,Ajeromi-Ifelodun,"58, Street in Ajeromi-Ifelodun, Lagos State",Boarding,mathew.afolayan@laurelhigh.com,JSS1,General,"Clubs, Music",2017-09-01,2022-06-30
STU318,Gbenga,Etim,Male,17,2007-04-15,Poor,No,Delta,Kosofe,"76, Road in Kosofe, Lagos State",Day,gbenga.etim@laurelhigh.com,JSS1,General,Music,2019-09-01,2024-06-30
STU319,Blessing,Jayeola,Female,18,2006-12-26,Average,No,Delta,Apapa,"91, Avenue in Apapa, Lagos State",Day,blessing.jayeola@laurelhigh.com,SS3,Art,None,2017-09-01,2017-06-30
STU320,Funke,Ajayi,Female,20,2004-03-06,Poor,Yes,Gombe,Ibeju-Lekki,"20, Street in Ibeju-Lekki, Lagos State",Boarding,funke.ajayi@laurelhigh.com,SS2,Pure Science,None,2021-09-01,2022-06-30
STU321,Fatai,Ahmad,Female,13,2011-05-01,Average,Yes,Taraba,Ikeja,"1, Road in Ikeja, Lagos State",Day,fatai.ahmad@laurelhigh.com,JSS3,General,Sports,2018-09-01,2021-06-30
STU322,Anzaku,Udo,Male,17,2007-10-01,Average,No,Rivers,Ojo,"11, Road in Ojo, Lagos State",Day,anzaku.udo@laurelhigh.com,JSS1,General,None,2017-09-01,2022-06-30
STU323,Emeka,Udo,Female,10,2014-11-19,Average,No,Borno,Lagos Mainland,"19, Street in Lagos Mainland, Lagos State",Day,emeka.udo@laurelhigh.com,SS3,Commercial,"Sports, Clubs",2019-09-01,2019-06-30
STU324,Tolu,Ibiam,Female,19,2005-08-24,Good,No,Sokoto,Epe,"72, Street in Epe, Lagos State",Boarding,tolu.ibiam@laurelhigh.com,JSS3,General,None,2021-09-01,2024-06-30
STU325,Monisola,Okeke,Female,18,2006-08-05,Average,No,Imo,Ojo,"9, Avenue in Ojo, Lagos State",Day,monisola.okeke@laurelhigh.com,JSS1,General,None,2019-09-01,2024-06-30
STU326,Agai,Adebayo,Female,11,2013-11-17,Average,No,Jigawa,Alimosho,"74, Road in Alimosho, Lagos State",Boarding,agai.adebayo@laurelhigh.com,SS3,Engineering,"Drama, Debate",2018-09-01,2018-06-30
STU327,Amiel,Otu,Female,12,2012-08-17,Good,No,Oyo,Lagos Mainland,"79, Road in Lagos Mainland, Lagos State",Day,amiel.otu@laurelhigh.com,SS2,Pure Science,"Clubs, Music",2018-09-01,2019-06-30
STU328,Paul,Udo,Female,20,2004-04-26,Good,No,Adamawa,Ajeromi-Ifelodun,"16, Road in Ajeromi-Ifelodun, Lagos State",Day,paul.udo@laurelhigh.com,SS1,Pure Science,None,2018-09-01,2020-06-30
STU329,Ikechukwu,Akinbode,Female,11,2013-09-18,Average,No,Yobe,Shomolu,"40, Avenue in Shomolu, Lagos State",Boarding,ikechukwu.akinbode@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU330,Yohanna,Yahaya,Female,12,2012-06-22,Poor,No,Oyo,Agege,"25, Avenue in Agege, Lagos State",Day,yohanna.yahaya@laurelhigh.com,JSS3,General,Music,2018-09-01,2021-06-30
STU331,Zaharudeen,Ogunyemi,Male,17,2007-01-27,Average,No,Edo,Lagos Island,"53, Road in Lagos Island, Lagos State",Day,zaharudeen.ogunyemi@laurelhigh.com,JSS3,General,Drama,2017-09-01,2020-06-30
STU332,Joseph,Abubakar,Male,12,2012-06-13,Poor,No,Anambra,Apapa,"36, Street in Apapa, Lagos State",Boarding,joseph.abubakar@laurelhigh.com,SS1,Engineering,Music,2020-09-01,2022-06-30
STU333,Matthew,Ajibola,Female,16,2008-04-12,Average,No,Abia,Shomolu,"12, Avenue in Shomolu, Lagos State",Day,matthew.ajibola@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU334,Oliver,Ehanmo,Female,11,2013-01-26,Poor,No,Enugu,Mushin,"57, Road in Mushin, Lagos State",Boarding,oliver.ehanmo@laurelhigh.com,JSS3,General,None,2017-09-01,2020-06-30
STU335,Nwanyinnaya,Mohammed,Male,12,2012-09-22,Average,No,Ogun,Lagos Island,"99, Street in Lagos Island, Lagos State",Day,nwanyinnaya.mohammed@laurelhigh.com,SS3,General,None,2020-09-01,2020-06-30
STU336,Daniel,Abdulaziz,Male,15,2009-02-17,Good,No,Kwara,Apapa,"60, Street in Apapa, Lagos State",Boarding,daniel.abdulaziz@laurelhigh.com,SS2,General,Drama,2019-09-01,2020-06-30
STU337,Sani,Igbo,Male,18,2006-11-04,Poor,No,Yobe,Shomolu,"41, Avenue in Shomolu, Lagos State",Day,sani.igbo@laurelhigh.com,JSS2,General,None,2020-09-01,2024-06-30
STU338,Nnedinma,Oguntayo,Female,15,2009-12-26,Average,Yes,Ondo,Ikorodu,"35, Street in Ikorodu, Lagos State",Boarding,nnedinma.oguntayo@laurelhigh.com,JSS2,General,None,2020-09-01,2024-06-30
STU339,Fatai,Tsadu,Male,10,2014-01-04,Average,No,Delta,Ikeja,"61, Road in Ikeja, Lagos State",Boarding,fatai.tsadu@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU340,Daniel,Udo,Female,13,2011-09-03,Good,No,Ebonyi,Lagos Island,"92, Road in Lagos Island, Lagos State",Day,daniel.udo@laurelhigh.com,SS3,Engineering,None,2018-09-01,2018-06-30
STU341,Emeke,Odugu,Female,13,2011-10-09,Poor,No,Zamfara,Amuwo-Odofin,"29, Street in Amuwo-Odofin, Lagos State",Boarding,emeke.odugu@laurelhigh.com,SS3,Art,Drama,2018-09-01,2018-06-30
STU342,Samuel,Eze,Male,11,2013-08-28,Poor,No,Kogi,Amuwo-Odofin,"45, Avenue in Amuwo-Odofin, Lagos State",Boarding,samuel.eze@laurelhigh.com,JSS1,General,Music,2019-09-01,2024-06-30
STU343,Zayyanu,Afolayan,Male,20,2004-09-15,Poor,No,Plateau,Ikorodu,"10, Avenue in Ikorodu, Lagos State",Day,zayyanu.afolayan@laurelhigh.com,JSS3,General,None,2018-09-01,2021-06-30
STU344,Ngozi,Mohammed,Male,15,2009-10-14,Good,No,Rivers,Apapa,"27, Road in Apapa, Lagos State",Day,ngozi.mohammed@laurelhigh.com,SS2,Engineering,Clubs,2018-09-01,2019-06-30
STU345,Jerome,Augustine,Female,11,2013-08-11,Poor,No,Niger,Amuwo-Odofin,"76, Road in Amuwo-Odofin, Lagos State",Day,jerome.augustine@laurelhigh.com,JSS3,General,None,2018-09-01,2021-06-30
STU346,Harisu,Ibiam,Male,15,2009-11-02,Poor,No,Plateau,Surulere,"64, Road in Surulere, Lagos State",Boarding,harisu.ibiam@laurelhigh.com,JSS1,General,"Sports, Music",2020-09-01,2025-06-30
STU347,Jafar,Etim,Female,19,2005-04-22,Average,No,Sokoto,Epe,"58, Street in Epe, Lagos State",Boarding,jafar.etim@laurelhigh.com,SS3,Engineering,Drama,2019-09-01,2019-06-30
STU348,Chika,Njoku,Male,16,2008-01-12,Average,Yes,Abuja,Badagry,"17, Avenue in Badagry, Lagos State",Boarding,chika.njoku@laurelhigh.com,SS3,General,Drama,2021-09-01,2021-06-30
STU349,Musa,Adebayo,Male,19,2005-06-23,Good,No,Kogi,Ojo,"51, Road in Ojo, Lagos State",Day,musa.adebayo@laurelhigh.com,JSS2,General,None,2018-09-01,2022-06-30
STU350,Philip,Ogundele,Male,16,2008-03-10,Poor,No,Bauchi,Ikorodu,"47, Avenue in Ikorodu, Lagos State",Day,philip.ogundele@laurelhigh.com,SS3,Art,None,2020-09-01,2020-06-30
STU351,Femi,Sanni,Female,11,2013-07-28,Average,No,Ekiti,Ikeja,"18, Road in Ikeja, Lagos State",Boarding,femi.sanni@laurelhigh.com,JSS3,General,"Clubs, Music",2017-09-01,2020-06-30
STU352,Haladu,Ogunsanya,Female,13,2011-10-01,Good,No,Delta,Lagos Mainland,"24, Avenue in Lagos Mainland, Lagos State",Boarding,haladu.ogunsanya@laurelhigh.com,JSS3,General,Drama,2020-09-01,2023-06-30
STU353,Daniel,Udofia,Male,15,2009-08-23,Poor,No,Kwara,Amuwo-Odofin,"15, Road in Amuwo-Odofin, Lagos State",Day,daniel.udofia@laurelhigh.com,JSS1,General,"Drama, Debate",2017-09-01,2022-06-30
STU354,Agai,Igbe,Female,19,2005-01-11,Good,No,Rivers,Ikorodu,"40, Road in Ikorodu, Lagos State",Boarding,agai.igbe@laurelhigh.com,JSS3,General,None,2021-09-01,2024-06-30
STU355,Adeola,Okon,Female,12,2012-10-24,Poor,No,Ebonyi,Eti-Osa,"5, Road in Eti-Osa, Lagos State",Day,adeola.okon@laurelhigh.com,JSS2,General,None,2017-09-01,2021-06-30
STU356,Mhungur,Egbon,Female,10,2014-02-05,Average,No,Nasarawa,Epe,"37, Avenue in Epe, Lagos State",Boarding,mhungur.egbon@laurelhigh.com,JSS3,General,None,2019-09-01,2022-06-30
STU357,Godwin,Abdulaziz,Male,19,2005-12-05,Poor,No,Katsina,Ifako-Ijaye,"23, Road in Ifako-Ijaye, Lagos State",Boarding,godwin.abdulaziz@laurelhigh.com,SS1,Art,None,2019-09-01,2021-06-30
STU358,Adeola,Sogbetun,Female,11,2013-03-27,Poor,No,Ogun,Lagos Island,"19, Road in Lagos Island, Lagos State",Day,adeola.sogbetun@laurelhigh.com,JSS3,General,Music,2018-09-01,2021-06-30
STU359,Ternenge,Adesakin,Male,20,2004-01-06,Poor,Yes,Oyo,Alimosho,"34, Street in Alimosho, Lagos State",Boarding,ternenge.adesakin@laurelhigh.com,JSS3,General,None,2018-09-01,2021-06-30
STU360,Zahra,Okolie,Male,12,2012-01-10,Poor,Yes,Imo,Shomolu,"68, Avenue in Shomolu, Lagos State",Day,zahra.okolie@laurelhigh.com,SS3,Pure Science,Clubs,2018-09-01,2018-06-30
STU361,Chinonso,Yusuf,Female,19,2005-06-09,Good,Yes,Ondo,Ojo,"84, Avenue in Ojo, Lagos State",Boarding,chinonso.yusuf@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU362,Abdullahi,Obi,Male,18,2006-12-06,Poor,No,Kano,Mushin,"44, Road in Mushin, Lagos State",Boarding,abdullahi.obi@laurelhigh.com,JSS2,General,Sports,2021-09-01,2025-06-30
STU363,Felix,Ahmed,Male,15,2009-05-09,Good,Yes,Ogun,Ajeromi-Ifelodun,"29, Road in Ajeromi-Ifelodun, Lagos State",Day,felix.ahmed@laurelhigh.com,JSS1,General,Sports,2021-09-01,2026-06-30
STU364,Sadiq,Osakwe,Female,12,2012-11-19,Poor,No,Adamawa,Epe,"49, Road in Epe, Lagos State",Boarding,sadiq.osakwe@laurelhigh.com,SS3,General,Drama,2020-09-01,2020-06-30
STU365,Sunday,Yaro,Male,16,2008-06-09,Poor,No,Niger,Shomolu,"89, Road in Shomolu, Lagos State",Boarding,sunday.yaro@laurelhigh.com,JSS1,General,None,2021-09-01,2026-06-30
STU366,Joseph,Ibrahim,Female,14,2010-02-16,Good,No,Anambra,Shomolu,"23, Avenue in Shomolu, Lagos State",Day,joseph.ibrahim@laurelhigh.com,SS3,Engineering,None,2020-09-01,2020-06-30
STU367,Sani,Osanyintipin,Female,19,2005-08-23,Average,No,Ondo,Mushin,"83, Street in Mushin, Lagos State",Boarding,sani.osanyintipin@laurelhigh.com,JSS2,General,None,2021-09-01,2025-06-30
STU368,Esther,Oyeniran,Female,10,2014-05-05,Average,No,Ekiti,Agege,"86, Avenue in Agege, Lagos State",Boarding,esther.oyeniran@laurelhigh.com,SS2,Engineering,None,2018-09-01,2019-06-30
STU369,Joseph,Ogundele,Female,13,2011-12-27,Good,No,Akwa Ibom,Ikorodu,"1, Avenue in Ikorodu, Lagos State",Boarding,joseph.ogundele@laurelhigh.com,SS2,Engineering,Drama,2021-09-01,2022-06-30
STU370,Hassan,Okorie,Male,18,2006-08-25,Poor,No,Nasarawa,Lagos Mainland,"44, Street in Lagos Mainland, Lagos State",Boarding,hassan.okorie@laurelhigh.com,SS2,Art,Debate,2020-09-01,2021-06-30
