Parent ID,LASRRA ID,Student ID,First Name,Last Name,Gender,State of Origin,Title,Age,Date of Birth,Email,Phone Number,Home Address,Occupation,Financial Status,Education Level,Engagement in School Activities,LGA of residence
PAR100,5456771693056758859,STU541,Sodiq,Okolie,Female,Kogi,Mr.,49,1975-09-18,sodiq.okolie@gmail.com,+2347065208920,"36, Street in Eti-Osa, Lagos State",Farmer,Low Income,Tertiary,Low,Epe
PAR100,5456771693056758859,STU115,Sodiq,Okolie,Female,Ondo,Dr.,49,1975-01-17,sodiq.okolie@gmail.com,+2347067790557,"36, Street in Eti-Osa, Lagos State",Teacher,Low Income,Primary,Low,Epe
PAR100,5456771693056758859,STU415,Sodiq,Okolie,Male,Kano,Mrs.,49,1975-10-17,sodiq.okolie@gmail.com,+2347043878996,"36, Street in Eti-Osa, Lagos State",Engineer,Middle Income,Secondary,High,Epe
PAR101,3243196880653908927,STU500,Zainab,Odugu,Male,Zamfara,Mr.,42,1982-11-28,zainab.odugu@gmail.com,+2347097227356,"12, Road in Ikeja, Lagos State",Farmer,Low Income,Secondary,Medium,Ajeromi-Ifelodun
PAR101,3243196880653908927,STU314,Zainab,Odugu,Female,Osun,Prof.,42,1982-01-21,zainab.odugu@gmail.com,+2347011268380,"12, Road in Ikeja, Lagos State",Civil Servant,Low Income,Primary,Medium,Ajeromi-Ifelodun
PAR101,3243196880653908927,STU220,Zainab,Odugu,Female,Anambra,Chief,42,1982-02-17,zainab.odugu@gmail.com,+2347015711200,"12, Road in Ikeja, Lagos State",Teacher,Low Income,Tertiary,Low,Ajeromi-Ifelodun
PAR102,9537013077365143756,STU404,Gbenga,Osanyintipin,Female,Ondo,Chief,31,1993-11-02,gbenga.osanyintipin@gmail.com,+2347034072553,"51, Street in Apapa, Lagos State",Engineer,Low Income,Primary,Low,Apapa
PAR102,9537013077365143756,STU499,Gbenga,Osanyintipin,Male,Akwa Ibom,Mr.,31,1993-05-06,gbenga.osanyintipin@gmail.com,+2347085693188,"51, Street in Apapa, Lagos State",Teacher,High Income,Secondary,Low,Apapa
PAR102,9537013077365143756,STU029,Gbenga,Osanyintipin,Female,Imo,Mrs.,31,1993-12-24,gbenga.osanyintipin@gmail.com,+2347020526386,"51, Street in Apapa, Lagos State",Business,High Income,Secondary,High,Apapa
PAR102,9537013077365143756,STU177,Gbenga,Osanyintipin,Male,Cross River,Mrs.,31,1993-02-11,gbenga.osanyintipin@gmail.com,+2347091224373,"51, Street in Apapa, Lagos State",Business,High Income,Secondary,Medium,Apapa
PAR103,3104205248940224559,STU246,Isong,Nnaemeka,Female,Osun,Prof.,38,1986-07-06,isong.nnaemeka@gmail.com,+2347088634827,"13, Street in Ajeromi-Ifelodun, Lagos State",Civil Servant,Middle Income,Primary,Low,Ajeromi-Ifelodun
PAR104,3471605739051839856,STU225,Gerald,Ogunleye,Male,Imo,Mrs.,37,1987-12-13,gerald.ogunleye@gmail.com,+2347052503832,"15, Street in Shomolu, Lagos State",Engineer,Low Income,Primary,High,Apapa
PAR104,3471605739051839856,STU335,Gerald,Ogunleye,Female,Delta,Dr.,37,1987-05-04,gerald.ogunleye@gmail.com,+2347027784789,"15, Street in Shomolu, Lagos State",Farmer,Low Income,Secondary,Medium,Apapa
PAR104,3471605739051839856,STU596,Gerald,Ogunleye,Female,Plateau,Mr.,37,1987-02-12,gerald.ogunleye@gmail.com,+2347084386123,"15, Street in Shomolu, Lagos State",Farmer,High Income,Tertiary,Medium,Apapa
PAR105,8186566601066861807,STU305,Cyril,Ahmed,Male,Osun,Mrs.,39,1985-10-17,cyril.ahmed@gmail.com,+2347032761034,"50, Street in Eti-Osa, Lagos State",Civil Servant,Middle Income,Primary,High,Ojo
PAR105,8186566601066861807,STU446,Cyril,Ahmed,Female,Zamfara,Dr.,39,1985-08-05,cyril.ahmed@gmail.com,+2347018491573,"50, Street in Eti-Osa, Lagos State",Teacher,Middle Income,Secondary,Medium,Ojo
PAR105,8186566601066861807,STU181,Cyril,Ahmed,Female,Rivers,Mr.,39,1985-06-09,cyril.ahmed@gmail.com,+2347043096758,"50, Street in Eti-Osa, Lagos State",Civil Servant,High Income,Secondary,Low,Ojo
PAR105,8186566601066861807,STU293,Cyril,Ahmed,Male,Edo,Mr.,39,1985-03-10,cyril.ahmed@gmail.com,+2347010908300,"50, Street in Eti-Osa, Lagos State",Medical Professional,Middle Income,Tertiary,Medium,Ojo
PAR106,8595771866887946264,STU441,Joy,Ogidi,Male,Zamfara,Dr.,40,1984-10-23,joy.ogidi@gmail.com,+2347036957830,"56, Avenue in Amuwo-Odofin, Lagos State",Medical Professional,Middle Income,Primary,Medium,Ojo
PAR106,8595771866887946264,STU093,Joy,Ogidi,Female,Sokoto,Prof.,40,1984-10-26,joy.ogidi@gmail.com,+2347042537638,"56, Avenue in Amuwo-Odofin, Lagos State",Engineer,Middle Income,Secondary,Medium,Ojo
PAR106,8595771866887946264,STU090,Joy,Ogidi,Female,Adamawa,Chief,40,1984-04-19,joy.ogidi@gmail.com,+2347083233096,"56, Avenue in Amuwo-Odofin, Lagos State",Teacher,High Income,Tertiary,High,Ojo
PAR107,8357350340812772735,STU554,Funbi,Kelechi,Female,Niger,Prof.,52,1972-11-16,funbi.kelechi@gmail.com,+2347028680305,"60, Street in Badagry, Lagos State",Civil Servant,Middle Income,Primary,Medium,Mushin
PAR107,8357350340812772735,STU046,Funbi,Kelechi,Male,Cross River,Prof.,52,1972-02-15,funbi.kelechi@gmail.com,+2347090253323,"60, Street in Badagry, Lagos State",Medical Professional,High Income,Secondary,Low,Mushin
PAR107,8357350340812772735,STU010,Funbi,Kelechi,Female,Ondo,Mr.,52,1972-06-23,funbi.kelechi@gmail.com,+2347082062301,"60, Street in Badagry, Lagos State",Business,High Income,Primary,High,Mushin
PAR107,8357350340812772735,STU291,Funbi,Kelechi,Male,Ebonyi,Mrs.,52,1972-11-20,funbi.kelechi@gmail.com,+2347015945401,"60, Street in Badagry, Lagos State",Business,High Income,Tertiary,Low,Mushin
PAR108,8343935321965934313,STU437,Franklin,Olaleye,Female,Plateau,Mr.,54,1970-02-09,franklin.olaleye@gmail.com,+2347039796480,"39, Road in Apapa, Lagos State",Business,High Income,Tertiary,Low,Lagos Island
PAR108,8343935321965934313,STU462,Franklin,Olaleye,Male,Delta,Dr.,54,1970-07-15,franklin.olaleye@gmail.com,+2347088999206,"39, Road in Apapa, Lagos State",Civil Servant,High Income,Primary,Medium,Lagos Island
PAR108,8343935321965934313,STU342,Franklin,Olaleye,Male,Rivers,Mr.,54,1970-05-14,franklin.olaleye@gmail.com,+2347021523236,"39, Road in Apapa, Lagos State",Farmer,High Income,Primary,Medium,Lagos Island
PAR108,8343935321965934313,STU086,Franklin,Olaleye,Female,Anambra,Prof.,54,1970-04-17,franklin.olaleye@gmail.com,+2347074817230,"39, Road in Apapa, Lagos State",Engineer,Middle Income,Primary,Medium,Lagos Island
PAR109,8472646318116067635,STU100,Uche,Anaba,Male,Kogi,Dr.,32,1992-11-04,uche.anaba@gmail.com,+2347032059232,"75, Road in Badagry, Lagos State",Civil Servant,Low Income,Tertiary,High,Eti-Osa
PAR109,8472646318116067635,STU468,Uche,Anaba,Male,Anambra,Chief,32,1992-07-15,uche.anaba@gmail.com,+2347041119124,"75, Road in Badagry, Lagos State",Medical Professional,High Income,Primary,High,Eti-Osa
PAR109,8472646318116067635,STU083,Uche,Anaba,Female,Akwa Ibom,Mr.,32,1992-12-20,uche.anaba@gmail.com,+2347036484437,"75, Road in Badagry, Lagos State",Medical Professional,High Income,Secondary,Medium,Eti-Osa
PAR109,8472646318116067635,STU127,Uche,Anaba,Male,Jigawa,Mrs.,32,1992-05-25,uche.anaba@gmail.com,+2347018397164,"75, Road in Badagry, Lagos State",Business,Low Income,Tertiary,High,Eti-Osa
PAR110,3419782925788391201,STU393,Uche,Anyanwu,Female,Ogun,Dr.,36,1988-10-13,uche.anyanwu@gmail.com,+2347092048427,"90, Street in Amuwo-Odofin, Lagos State",Medical Professional,High Income,Primary,Medium,Ajeromi-Ifelodun
PAR110,3419782925788391201,STU158,Uche,Anyanwu,Female,Edo,Chief,36,1988-03-27,uche.anyanwu@gmail.com,+2347049922369,"90, Street in Amuwo-Odofin, Lagos State",Business,High Income,Primary,Low,Ajeromi-Ifelodun
PAR110,3419782925788391201,STU165,Uche,Anyanwu,Male,Abia,Mr.,36,1988-04-10,uche.anyanwu@gmail.com,+2347025696616,"90, Street in Amuwo-Odofin, Lagos State",Teacher,Middle Income,Tertiary,High,Ajeromi-Ifelodun
PAR111,4539099775027019045,STU452,Mary,Chukwu,Female,Taraba,Prof.,49,1975-11-18,mary.chukwu@gmail.com,+2347096605343,"30, Street in Epe, Lagos State",Teacher,High Income,Primary,Medium,Ikeja
PAR111,4539099775027019045,STU323,Mary,Chukwu,Female,Bauchi,Mrs.,49,1975-06-27,mary.chukwu@gmail.com,+2347070532325,"30, Street in Epe, Lagos State",Business,Low Income,Secondary,High,Ikeja
PAR111,4539099775027019045,STU286,Mary,Chukwu,Female,Bauchi,Mrs.,49,1975-07-18,mary.chukwu@gmail.com,+2347077838742,"30, Street in Epe, Lagos State",Civil Servant,Middle Income,Secondary,Low,Ikeja
PAR111,4539099775027019045,STU538,Mary,Chukwu,Female,Bayelsa,Prof.,49,1975-08-06,mary.chukwu@gmail.com,+2347021095863,"30, Street in Epe, Lagos State",Business,Low Income,Primary,Medium,Ikeja
PAR112,2551453935014136866,STU328,Hassan,Okafor,Female,Oyo,Prof.,37,1987-09-17,hassan.okafor@gmail.com,+2347025194922,"16, Road in Ajeromi-Ifelodun, Lagos State",Business,Low Income,Secondary,Low,Ikorodu
PAR113,7631422232613593451,STU208,Muhammad,Osanyintipin,Female,Ondo,Mrs.,56,1968-07-04,muhammad.osanyintipin@gmail.com,+2347097734330,"42, Road in Ikorodu, Lagos State",Teacher,Middle Income,Primary,Medium,Alimosho
PAR113,7631422232613593451,STU310,Muhammad,Osanyintipin,Female,Ebonyi,Mr.,56,1968-08-28,muhammad.osanyintipin@gmail.com,+2347025755285,"42, Road in Ikorodu, Lagos State",Teacher,Low Income,Tertiary,Low,Alimosho
PAR113,7631422232613593451,STU407,Muhammad,Osanyintipin,Female,Cross River,Mrs.,56,1968-10-05,muhammad.osanyintipin@gmail.com,+2347037732020,"42, Road in Ikorodu, Lagos State",Teacher,Low Income,Tertiary,Medium,Alimosho
PAR114,3699078703052021258,STU343,Kingsley,Okeke,Female,Oyo,Dr.,47,1977-09-22,kingsley.okeke@gmail.com,+2347022780905,"10, Avenue in Ikorodu, Lagos State",Teacher,Middle Income,Primary,Medium,Kosofe
PAR114,3699078703052021258,STU540,Kingsley,Okeke,Male,Bauchi,Mrs.,47,1977-03-23,kingsley.okeke@gmail.com,+2347053231088,"10, Avenue in Ikorodu, Lagos State",Teacher,High Income,Secondary,Medium,Kosofe
PAR114,3699078703052021258,STU455,Kingsley,Okeke,Male,Oyo,Dr.,47,1977-11-14,kingsley.okeke@gmail.com,+2347060354777,"10, Avenue in Ikorodu, Lagos State",Medical Professional,Low Income,Tertiary,High,Kosofe
PAR115,9636176326016374919,STU137,Mhungur,Ekanem,Female,Edo,Prof.,53,1971-06-19,mhungur.ekanem@gmail.com,+2347010331931,"68, Street in Ifako-Ijaye, Lagos State",Civil Servant,Low Income,Tertiary,Medium,Shomolu
PAR115,9636176326016374919,STU376,Mhungur,Ekanem,Female,Niger,Chief,53,1971-07-07,mhungur.ekanem@gmail.com,+2347067665720,"68, Street in Ifako-Ijaye, Lagos State",Teacher,Middle Income,Secondary,Medium,Shomolu
PAR115,9636176326016374919,STU213,Mhungur,Ekanem,Female,Anambra,Chief,53,1971-10-05,mhungur.ekanem@gmail.com,+2347085986307,"68, Street in Ifako-Ijaye, Lagos State",Medical Professional,Middle Income,Tertiary,High,Shomolu
PAR115,9636176326016374919,STU403,Mhungur,Ekanem,Male,Plateau,Prof.,53,1971-01-04,mhungur.ekanem@gmail.com,+2347031204188,"68, Street in Ifako-Ijaye, Lagos State",Medical Professional,Middle Income,Primary,Medium,Shomolu
PAR116,6995165992657121154,STU536,Yohanna,Nnenanya,Female,Gombe,Dr.,59,1965-02-21,yohanna.nnenanya@gmail.com,+2347058376818,"68, Road in Lagos Island, Lagos State",Engineer,Low Income,Secondary,Low,Ikeja
PAR116,6995165992657121154,STU156,Yohanna,Nnenanya,Male,Nasarawa,Prof.,59,1965-11-10,yohanna.nnenanya@gmail.com,+2347041426254,"68, Road in Lagos Island, Lagos State",Medical Professional,High Income,Primary,Low,Ikeja
PAR117,2223939523620358878,STU238,Paul,Udo,Male,Ogun,Prof.,36,1988-01-01,paul.udo@gmail.com,+2347056113741,"77, Road in Badagry, Lagos State",Farmer,Middle Income,Tertiary,High,Amuwo-Odofin
PAR118,7740102490212951753,STU475,Nwanyinnaya,Ibiam,Male,Plateau,Dr.,37,1987-06-10,nwanyinnaya.ibiam@gmail.com,+2347028405182,"69, Street in Ojo, Lagos State",Medical Professional,Low Income,Tertiary,Low,Surulere
PAR118,7740102490212951753,STU199,Nwanyinnaya,Ibiam,Male,Niger,Chief,37,1987-10-01,nwanyinnaya.ibiam@gmail.com,+2347091915661,"69, Street in Ojo, Lagos State",Civil Servant,Low Income,Secondary,Medium,Surulere
PAR118,7740102490212951753,STU338,Nwanyinnaya,Ibiam,Male,Borno,Prof.,37,1987-10-22,nwanyinnaya.ibiam@gmail.com,+2347069375757,"69, Street in Ojo, Lagos State",Teacher,Low Income,Primary,High,Surulere
PAR118,7740102490212951753,STU136,Nwanyinnaya,Ibiam,Male,Imo,Dr.,37,1987-07-11,nwanyinnaya.ibiam@gmail.com,+2347028767690,"69, Street in Ojo, Lagos State",Teacher,Middle Income,Tertiary,High,Surulere
PAR119,6604057211905981074,STU408,Zayyanu,Sunday,Female,Kogi,Dr.,49,1975-04-17,zayyanu.sunday@gmail.com,+2347091460345,"39, Avenue in Eti-Osa, Lagos State",Business,Low Income,Tertiary,Medium,Epe
PAR119,6604057211905981074,STU189,Zayyanu,Sunday,Female,Nasarawa,Mrs.,49,1975-08-13,zayyanu.sunday@gmail.com,+2347025132198,"39, Avenue in Eti-Osa, Lagos State",Teacher,Middle Income,Tertiary,Low,Epe
PAR120,4330543092685362535,STU382,Emmanuel,Ogunleye,Female,Bauchi,Prof.,58,1966-10-14,emmanuel.ogunleye@gmail.com,+2347059044830,"21, Street in Ikorodu, Lagos State",Business,High Income,Primary,Medium,Agege
PAR121,3418232369149900621,STU402,Christiana,Usman,Male,Kwara,Mr.,48,1976-07-17,christiana.usman@gmail.com,+2347048451741,"44, Road in Ibeju-Lekki, Lagos State",Civil Servant,High Income,Tertiary,Medium,Apapa
PAR122,5948936950728507497,STU556,Igbalumun,Andrew,Male,Kebbi,Mr.,42,1982-05-03,igbalumun.andrew@gmail.com,+2347078626154,"3, Road in Kosofe, Lagos State",Teacher,Low Income,Tertiary,Medium,Apapa
PAR122,5948936950728507497,STU203,Igbalumun,Andrew,Female,Niger,Dr.,42,1982-12-14,igbalumun.andrew@gmail.com,+2347042029368,"3, Road in Kosofe, Lagos State",Farmer,Low Income,Primary,Medium,Apapa
PAR122,5948936950728507497,STU079,Igbalumun,Andrew,Male,Edo,Chief,42,1982-10-02,igbalumun.andrew@gmail.com,+2347051512209,"3, Road in Kosofe, Lagos State",Civil Servant,High Income,Tertiary,Low,Apapa
PAR122,5948936950728507497,STU425,Igbalumun,Andrew,Male,Adamawa,Mr.,42,1982-12-05,igbalumun.andrew@gmail.com,+2347011523452,"3, Road in Kosofe, Lagos State",Teacher,Middle Income,Secondary,Low,Apapa
PAR123,8204597017064069184,STU401,Esther,Lawal,Female,Adamawa,Mr.,41,1983-06-26,esther.lawal@gmail.com,+2347067622968,"64, Street in Agege, Lagos State",Engineer,High Income,Primary,Medium,Ikeja
PAR123,8204597017064069184,STU020,Esther,Lawal,Male,Ekiti,Prof.,41,1983-09-12,esther.lawal@gmail.com,+2347017440911,"64, Street in Agege, Lagos State",Medical Professional,High Income,Primary,Medium,Ikeja
PAR123,8204597017064069184,STU516,Esther,Lawal,Male,Katsina,Mr.,41,1983-10-22,esther.lawal@gmail.com,+2347025479814,"64, Street in Agege, Lagos State",Teacher,High Income,Tertiary,High,Ikeja
PAR124,1424104738512628870,STU162,Godwin,Abdulaziz,Female,Enugu,Prof.,57,1967-03-06,godwin.abdulaziz@gmail.com,+2347014746418,"60, Avenue in Shomolu, Lagos State",Business,High Income,Tertiary,Low,Agege
PAR125,9447269206282455755,STU129,Tunde,Andrew,Female,Kebbi,Mr.,40,1984-10-12,tunde.andrew@gmail.com,+2347026025721,"59, Road in Ojo, Lagos State",Business,High Income,Primary,High,Oshodi-Isolo
PAR125,9447269206282455755,STU206,Tunde,Andrew,Male,Ogun,Mr.,40,1984-07-03,tunde.andrew@gmail.com,+2347072423883,"59, Road in Ojo, Lagos State",Engineer,Middle Income,Secondary,High,Oshodi-Isolo
PAR125,9447269206282455755,STU254,Tunde,Andrew,Female,Abuja,Dr.,40,1984-04-10,tunde.andrew@gmail.com,+2347085672859,"59, Road in Ojo, Lagos State",Engineer,High Income,Tertiary,High,Oshodi-Isolo
PAR125,9447269206282455755,STU480,Tunde,Andrew,Female,Enugu,Chief,40,1984-08-25,tunde.andrew@gmail.com,+2347036229153,"59, Road in Ojo, Lagos State",Civil Servant,High Income,Primary,High,Oshodi-Isolo
PAR126,5994872848274537846,STU526,Peter,Rasaki,Female,Abuja,Dr.,43,1981-01-25,peter.rasaki@gmail.com,+2347098221829,"40, Road in Alimosho, Lagos State",Medical Professional,High Income,Tertiary,Medium,Agege
PAR127,5538165384237878529,STU486,Nnedinma,Oguntayo,Male,Borno,Dr.,46,1978-02-02,nnedinma.oguntayo@gmail.com,+2347041067722,"22, Street in Eti-Osa, Lagos State",Business,Middle Income,Tertiary,Medium,Oshodi-Isolo
PAR128,1881542259041722962,STU469,Ngozi,Mohammed,Male,Akwa Ibom,Mr.,53,1971-10-19,ngozi.mohammed@gmail.com,+2347018359464,"81, Road in Amuwo-Odofin, Lagos State",Medical Professional,High Income,Primary,High,Apapa
PAR128,1881542259041722962,STU266,Ngozi,Mohammed,Female,Katsina,Dr.,53,1971-07-23,ngozi.mohammed@gmail.com,+2347053788744,"81, Road in Amuwo-Odofin, Lagos State",Engineer,Middle Income,Secondary,High,Apapa
PAR128,1881542259041722962,STU035,Ngozi,Mohammed,Male,Yobe,Mrs.,53,1971-10-04,ngozi.mohammed@gmail.com,+2347030858851,"81, Road in Amuwo-Odofin, Lagos State",Farmer,Low Income,Secondary,Medium,Apapa
PAR128,1881542259041722962,STU081,Ngozi,Mohammed,Female,Bayelsa,Mr.,53,1971-09-12,ngozi.mohammed@gmail.com,+2347037868462,"81, Road in Amuwo-Odofin, Lagos State",Medical Professional,Middle Income,Secondary,Medium,Apapa
PAR129,7499754598781031396,STU109,Philip,Omora,Male,Jigawa,Dr.,35,1989-03-03,philip.omora@gmail.com,+2347043315361,"88, Avenue in Amuwo-Odofin, Lagos State",Engineer,Middle Income,Tertiary,High,Eti-Osa
PAR130,9781541226466049765,STU267,Dare,Udofia,Female,Delta,Chief,56,1968-12-18,dare.udofia@gmail.com,+2347043534652,"7, Street in Amuwo-Odofin, Lagos State",Farmer,Middle Income,Primary,High,Kosofe
PAR130,9781541226466049765,STU120,Dare,Udofia,Male,Abuja,Mr.,56,1968-04-05,dare.udofia@gmail.com,+2347036592965,"7, Street in Amuwo-Odofin, Lagos State",Medical Professional,Middle Income,Tertiary,Low,Kosofe
PAR130,9781541226466049765,STU400,Dare,Udofia,Male,Katsina,Mr.,56,1968-01-03,dare.udofia@gmail.com,+2347036541600,"7, Street in Amuwo-Odofin, Lagos State",Civil Servant,Middle Income,Primary,High,Kosofe
PAR131,2549426911291545509,STU124,Alice,Isong,Female,Akwa Ibom,Prof.,31,1993-01-13,alice.isong@gmail.com,+2347067265875,"77, Road in Ikorodu, Lagos State",Teacher,Middle Income,Primary,High,Ajeromi-Ifelodun
PAR131,2549426911291545509,STU260,Alice,Isong,Female,Kebbi,Prof.,31,1993-03-02,alice.isong@gmail.com,+2347092423989,"77, Road in Ikorodu, Lagos State",Business,High Income,Primary,Low,Ajeromi-Ifelodun
PAR131,2549426911291545509,STU535,Alice,Isong,Female,Ekiti,Prof.,31,1993-09-16,alice.isong@gmail.com,+2347018184472,"77, Road in Ikorodu, Lagos State",Farmer,Middle Income,Secondary,High,Ajeromi-Ifelodun
PAR132,6817682363421304236,STU174,Sani,Igbo,Male,Imo,Dr.,50,1974-08-18,sani.igbo@gmail.com,+2347075052579,"29, Road in Oshodi-Isolo, Lagos State",Engineer,High Income,Tertiary,Medium,Badagry
PAR132,6817682363421304236,STU565,Sani,Igbo,Female,Kebbi,Mrs.,50,1974-01-11,sani.igbo@gmail.com,+2347090143600,"29, Road in Oshodi-Isolo, Lagos State",Teacher,Low Income,Secondary,High,Badagry
PAR132,6817682363421304236,STU482,Sani,Igbo,Female,Ogun,Dr.,50,1974-10-08,sani.igbo@gmail.com,+2347031424479,"29, Road in Oshodi-Isolo, Lagos State",Farmer,Low Income,Tertiary,High,Badagry
PAR132,6817682363421304236,STU481,Sani,Igbo,Female,Ondo,Mr.,50,1974-04-19,sani.igbo@gmail.com,+2347062133188,"29, Road in Oshodi-Isolo, Lagos State",Engineer,Low Income,Primary,High,Badagry
PAR133,6456201030833969122,STU527,Hassan,Amus,Male,Ebonyi,Chief,53,1971-10-05,hassan.amus@gmail.com,+2347085579195,"48, Street in Lagos Island, Lagos State",Teacher,Middle Income,Tertiary,Medium,Lagos Mainland
PAR133,6456201030833969122,STU171,Hassan,Amus,Male,Ekiti,Mr.,53,1971-02-02,hassan.amus@gmail.com,+2347041222178,"48, Street in Lagos Island, Lagos State",Business,Low Income,Primary,Low,Lagos Mainland
PAR133,6456201030833969122,STU366,Hassan,Amus,Female,Abuja,Dr.,53,1971-10-07,hassan.amus@gmail.com,+2347027514010,"48, Street in Lagos Island, Lagos State",Engineer,High Income,Primary,Medium,Lagos Mainland
PAR134,9459899563877530294,STU169,Amiel,Taiwo,Male,Adamawa,Chief,34,1990-06-03,amiel.taiwo@gmail.com,+2347060142505,"44, Avenue in Lagos Mainland, Lagos State",Civil Servant,High Income,Secondary,Low,Ibeju-Lekki
PAR135,7754755136508275874,STU184,Sani,Ogunleye,Female,Ekiti,Dr.,39,1985-03-23,sani.ogunleye@gmail.com,+2347085427317,"5, Road in Surulere, Lagos State",Civil Servant,High Income,Secondary,High,Lagos Island
PAR136,2639069617892222751,STU023,Esther,Jayeola,Male,Oyo,Prof.,39,1985-10-02,esther.jayeola@gmail.com,+2347034438599,"7, Street in Eti-Osa, Lagos State",Business,Middle Income,Tertiary,High,Eti-Osa
PAR136,2639069617892222751,STU353,Esther,Jayeola,Male,Ekiti,Mrs.,39,1985-06-24,esther.jayeola@gmail.com,+2347020443030,"7, Street in Eti-Osa, Lagos State",Teacher,Middle Income,Secondary,High,Eti-Osa
PAR137,1105106093693621987,STU085,Sadiq,Ekpe,Female,Jigawa,Mrs.,52,1972-12-03,sadiq.ekpe@gmail.com,+2347057040785,"49, Avenue in Apapa, Lagos State",Engineer,Low Income,Tertiary,High,Lagos Island
PAR138,2534201333481410239,STU113,Tolu,Odoh,Female,Ekiti,Prof.,44,1980-06-18,tolu.odoh@gmail.com,+2347060378298,"73, Avenue in Mushin, Lagos State",Farmer,Middle Income,Tertiary,Low,Ojo
PAR139,8800782097648976862,STU087,Adeola,Jayeola,Male,Sokoto,Mr.,44,1980-06-09,adeola.jayeola@gmail.com,+2347024055958,"41, Street in Alimosho, Lagos State",Farmer,Middle Income,Primary,Medium,Apapa
PAR139,8800782097648976862,STU101,Adeola,Jayeola,Male,Niger,Chief,44,1980-02-11,adeola.jayeola@gmail.com,+2347089729429,"41, Street in Alimosho, Lagos State",Business,Middle Income,Tertiary,High,Apapa
PAR140,9206525462549703418,STU053,Funbi,Kelechi,Female,Gombe,Mr.,50,1974-02-11,funbi.kelechi@gmail.com,+2347037588517,"23, Avenue in Surulere, Lagos State",Teacher,Middle Income,Tertiary,Low,Kosofe
PAR140,9206525462549703418,STU502,Funbi,Kelechi,Female,Sokoto,Dr.,50,1974-04-04,funbi.kelechi@gmail.com,+2347016661956,"23, Avenue in Surulere, Lagos State",Medical Professional,High Income,Tertiary,Medium,Kosofe
PAR140,9206525462549703418,STU412,Funbi,Kelechi,Male,Nasarawa,Dr.,50,1974-01-14,funbi.kelechi@gmail.com,+2347021761279,"23, Avenue in Surulere, Lagos State",Engineer,High Income,Tertiary,Low,Kosofe
PAR140,9206525462549703418,STU292,Funbi,Kelechi,Female,Yobe,Mr.,50,1974-01-07,funbi.kelechi@gmail.com,+2347032928708,"23, Avenue in Surulere, Lagos State",Civil Servant,Middle Income,Primary,Medium,Kosofe
PAR141,5511121826525466829,STU138,Atim,Ibiam,Female,Benue,Chief,55,1969-07-06,atim.ibiam@gmail.com,+2347059797531,"13, Road in Apapa, Lagos State",Medical Professional,Middle Income,Primary,Medium,Surulere
PAR142,3086716686595931209,STU369,Blessing,Osanyintipin,Female,Oyo,Mr.,44,1980-03-25,blessing.osanyintipin@gmail.com,+2347099586100,"1, Avenue in Ikorodu, Lagos State",Farmer,Low Income,Tertiary,Medium,Ajeromi-Ifelodun
PAR143,6106076402017257136,STU168,Adekunle,Ogbonna,Male,Imo,Chief,54,1970-07-18,adekunle.ogbonna@gmail.com,+2347073729850,"52, Street in Kosofe, Lagos State",Business,Low Income,Secondary,Medium,Ibeju-Lekki
PAR143,6106076402017257136,STU514,Adekunle,Ogbonna,Male,Akwa Ibom,Mr.,54,1970-09-19,adekunle.ogbonna@gmail.com,+2347079366056,"52, Street in Kosofe, Lagos State",Business,High Income,Tertiary,High,Ibeju-Lekki
PAR143,6106076402017257136,STU594,Adekunle,Ogbonna,Male,Delta,Mrs.,54,1970-03-07,adekunle.ogbonna@gmail.com,+2347035867257,"52, Street in Kosofe, Lagos State",Teacher,Low Income,Secondary,High,Ibeju-Lekki
PAR143,6106076402017257136,STU141,Adekunle,Ogbonna,Female,Yobe,Mrs.,54,1970-10-09,adekunle.ogbonna@gmail.com,+2347052916049,"52, Street in Kosofe, Lagos State",Civil Servant,Low Income,Primary,Medium,Ibeju-Lekki
PAR144,5225754123595303124,STU102,Haladu,Ogunsanya,Male,Ogun,Prof.,40,1984-02-14,haladu.ogunsanya@gmail.com,+2347030084652,"41, Street in Ajeromi-Ifelodun, Lagos State",Teacher,High Income,Tertiary,Low,Shomolu
PAR144,5225754123595303124,STU099,Haladu,Ogunsanya,Male,Plateau,Chief,40,1984-02-26,haladu.ogunsanya@gmail.com,+2347048398732,"41, Street in Ajeromi-Ifelodun, Lagos State",Business,Middle Income,Secondary,Medium,Shomolu
PAR144,5225754123595303124,STU341,Haladu,Ogunsanya,Female,Ekiti,Chief,40,1984-10-16,haladu.ogunsanya@gmail.com,+2347015028557,"41, Street in Ajeromi-Ifelodun, Lagos State",Teacher,Middle Income,Secondary,High,Shomolu
PAR144,5225754123595303124,STU134,Haladu,Ogunsanya,Female,Kwara,Prof.,40,1984-06-23,haladu.ogunsanya@gmail.com,+2347041887353,"41, Street in Ajeromi-Ifelodun, Lagos State",Farmer,High Income,Secondary,Medium,Shomolu
PAR145,3585741459384328088,STU063,Temitope,Adeola,Female,Plateau,Mrs.,40,1984-03-10,temitope.adeola@gmail.com,+2347069473299,"40, Street in Ifako-Ijaye, Lagos State",Engineer,Middle Income,Tertiary,Medium,Eti-Osa
PAR145,3585741459384328088,STU214,Temitope,Adeola,Male,Yobe,Prof.,40,1984-04-27,temitope.adeola@gmail.com,+2347064649480,"40, Street in Ifako-Ijaye, Lagos State",Civil Servant,Middle Income,Tertiary,Medium,Eti-Osa
